survey,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13
dog_behavior_destructive,0.1919869119470762,-0.39965262694272663,0.23290616784204732,-0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,0.1919869119470762,0.39965262694272663,0.23290616784204732,-1.19895788082818,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,0.1919869119470762,1.19895788082818,1.1645308392102367,0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,0.1919869119470762,0.39965262694272663,-0.698718503526142,-0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,1.19895788082818,1.1645308392102367,-0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,1.19895788082818,0.23290616784204732,1.19895788082818,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,-1.19895788082818,-0.698718503526142,0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,-1.19895788082818,2.0961555105784258,1.9982631347136333,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,0.1919869119470762,-1.19895788082818,-1.6303431748943313,-1.19895788082818,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,1.343908383629533,1.19895788082818,-1.6303431748943313,1.9982631347136333,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,1.19895788082818,0.23290616784204732,-0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,-1.19895788082818,-0.698718503526142,0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,1.19895788082818,-0.698718503526142,-0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,0.1919869119470762,-0.39965262694272663,0.23290616784204732,0.39965262694272663,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,-0.9599345597353804,1.19895788082818,1.1645308392102367,1.19895788082818,NA,NA,NA,NA,NA,NA,NA,NA,NA
dog_behavior_destructive,0.1919869119470762,-0.39965262694272663,-0.698718503526142,-1.19895788082818,NA,NA,NA,NA,NA,NA,NA,NA,NA
